Symbol,GeneID,Raw counts
RNPC3-DT,101928436,0
RNPC3,55599,0
AMY2B,280,0
ACTG1P4,648740,1
AMY2A,279,0
AMY1A,276,0
AMY1B,277,0
AMY1C,278,0
LOC100129138,100129138,0
LINC01676,101928476,0
PRMT6,55170,0
NTNG1,22854,0
VAV3,10451,42
MIR7852,102465839,0
VAV3-AS1,100873946,1
SLC25A24,29957,5
NBPF4,148545,0
NBPF6,653149,0
EEIG2,284611,1
HENMT1,113802,18
PRPF38B,55119,16
FNDC7,163479,0
STXBP3,6814,40
AKNAD1,254268,26
SPATA42,642864,0
GPSM2,29899,30
CLCC1,23155,16
WDR47,22911,1
TAF13,6884,7
TMEM167B,56900,19
SCARNA2,677766,2
CFAP276,127003,0
ELAPOR1,57535,3
SARS1,6301,569
CELSR2,1952,17
PSRC1,84722,2
MYBPHL,343263,0
SORT1,6272,7
PSMA5,5686,487
SYPL2,284612,0
ATXN7L2,127002,0
CYB561D1,284613,5
AMIGO1,57463,1
GPR61,83873,0
GNAI3,2773,205
MIR197,406974,0
GNAT2,2780,0
AMPD2,271,3
GSTM4,2948,2
GSTM2,2946,2
GSTM1,2944,4
GSTM5,2949,2
GSTM3,2947,14
EPS8L3,79574,2
CSF1,1435,2
AHCYL1,10768,23
STRIP1,85369,1
ALX3,257,1
LINC01397,104355139,0
UBL4B,164153,0
SLC6A17,388662,0
KCNC4-DT,100873974,0
KCNC4,3749,2
RBM15-AS1,440600,0
RBM15,64783,6
SLC16A4,9122,3
LAMTOR5,10542,214
LAMTOR5-AS1,101410535,2
PROK1,84432,0
CYMP,643160,0
CYMP-AS1,440602,0
KCNA10,3744,0
KCNA2,3737,0
KCNA3,3738,0
CD53,963,0
LRIF1,55791,20
DRAM2,128338,73
CEPT1,10390,79
DENND2D,79961,13
CHI3L2,1117,0
CHIAP2,149620,0
CHIA,27159,0
PIFO,128344,0
PGBP,441897,0
OVGP1,5016,0
WDR77,79084,15
ATP5PB,515,163
C1orf162,128346,0
TMIGD3,57413,0
ADORA3,140,0
LINC01160,100129269,0
RAP1A,5906,46
INKA2,55924,1
INKA2-AS1,100506343,0
LOC101928718,101928718,0
DDX20,11218,1
KCND3,3752,0
KCND3-IT1,100874295,0
KCND3-AS1,100873995,0
LINC01750,643355,0
CTTNBP2NL,55917,24
MIR4256,100422976,0
WNT2B,7482,2
ST7L,54879,13
CAPZA1,829,233
MOV10,4343,8
RHOC,389,136
PPM1J,333926,0
TAFA3,284467,0
LINC01356,100996702,2
SLC16A1,6566,19
AKR7A2P1,246182,1
SLC16A1-AS1,100506392,1
LRIG2-DT,100996251,0
LRIG2,9860,4
LOC643441,643441,0
MAGI3,260425,0
PHTF1,10745,0
RSBN1,54665,0
AP4B1-AS1,100287722,0
PTPN22,26191,0
BCL2L15,440603,0
AP4B1,10717,1
DCLRE1B,64858,1
HIPK1-AS1,101928846,0
HIPK1,204851,10
OLFML3,56944,2
SYT6,148281,0
TRIM33,51592,0
BCAS2,10286,42
DENND2C,163259,4
AMPD1,270,0
NRAS,4893,25
CSDE1,7812,467
SIKE1,80143,15
SYCP1,6847,0
TSHB,7252,0
TSPAN2,10100,0
NGF,4803,0
VANGL1,81839,3
CASQ2,845,0
NHLH2,4808,0
LINC01649,101928995,0
LOC101928977,101928977,0
SLC22A15,55356,4
MAB21L3,126868,0
ATP1A1,476,283
ATP1A1-AS1,84852,3
LINC01762,101929023,0
CD58,965,117
MIR548AC,100616384,0
IGSF3,3321,12
MIR320B1,100302117,0
LINC02868,388667,0
CD2,914,0
PTGFRN,5738,27
CD101,9398,0
CD101-AS1,101929099,0
TTF2,8458,7
MIR942,100126331,0
TRIM45,80263,5
VTCN1,79679,1
LINC01525,104355292,0
MAN1A2,10905,0
TENT5C-DT,100996263,0
TENT5C,54855,0
GDAP2,54834,13
WDR3,10885,55
SPAG17,200162,63
TBX15,6913,0
WARS2,10352,5
WARS2-IT1,104472716,0
WARS2-AS1,101929147,1
HAO2,51179,0
HAO2-IT1,100874270,0
HSD3B2,3284,0
HSD3B1,3283,0
HSD3BP4,128102,0
LINC00622,644242,0
ZNF697,90874,1
PHGDH,26227,303
HMGCS2,3158,42
REG4,83998,0
NBPF7P,343505,0
ADAM30,11085,0
NOTCH2,4853,12
SEC22B,9554,34
NBPF8,728841,15
PFN1P2,767846,1
PDE4DIPP2,100996724,15
NOTCH2NLR,101929796,5
NBPF26,101060684,16
TRN-GTT2-1,100189005,0
RNVU1-19,101954277,0
PPIAL4A,653505,0
LINC00623,728855,15
RNVU1-4,101954264,0
TRN-GTT11-2,100189257,0
LOC105369199,105369199,0
PDE4DIPP4,101929798,0
FCGR1BP,2210,0
LOC100996318,100996318,0
H2BP1,337875,0
FAM72B,653820,0
SRGAP2C,653464,5
SRGAP2-AS1,100873165,0
EMBP1,647121,0
LOC101929815,101929815,1
TRQ-CTG4-2,100189261,0
RNVU1-17,101954269,0
RNVU1-18,26863,2
TRN-GTT6-1,791227,0
LOC105369140,105369140,0
LINC02591,388692,1
TRV-CAC8-1,100189142,0
TRV-CAC4-1,100189326,1
PDE4DIPP3,199882,0
TRN-GTT12-1,100189356,0
FCGR1CP,100132417,0
FAM72C,554282,0
SRGAP2D,100996712,3
LOC101060524,101060524,0
PPIAL4E,730262,2
RNVU1-15,101954267,0
TRN-GTT3-1,100189323,0
NBPF15,284565,24
TRN-GTT2-8,100189127,0
PPIAL4F,728945,0
LOC105371215,105371215,0
DRD5P2,1818,0
LSP1P5,645166,19
SRGAP2B,647135,6
FAM72D,728833,0
LOC101929805,101929805,0
LINC01145,103091866,14
PPIAL4D,645142,1
RNVU1-14,101954266,0
TRN-GTT2-7,7214,0
NBPF20,100288142,19
PDE4DIPP5,101060254,2
NBPF25P,101929780,3
GPR89A,653519,11
PDZK1,5174,0
CD160,11126,0
RNF115,27246,1
POLR3C,10623,26
NUDT17,200035,0
PIAS3,10401,5
MIR6736,102466191,0
ANKRD35,148741,2
ITGA10,8515,0
PEX11B,8799,13
GNRHR2,114814,1
RBM8A,9939,20
LIX1L,128077,2
POLR3GL,84265,14
ANKRD34A,284615,0
TXNIP,10628,91
HJV,148738,0
TRE-CTC1-1,100189384,1
TRG-TCC2-1,100189064,5
TRH-GTG1-1,100188991,0
TRK-CTT2-1,100189198,1
RNVU1-6,101954276,0
LINC01719,101928979,0
NBPF10,100132406,2
NOTCH2NLA,388677,13
NUDT4P2,170688,11
PPIAL4H,105371242,1
HYDIN2,100288805,0
NBPF12,149013,16
LOC728989,728989,1
TRH-GTG1-2,100189334,1
RNVU1-8,101447996,0
NBPF13P,644861,0
PRKAB2,5565,6
PDIA3P1,171423,25
FMO5,2330,1
CHD1L,9557,18
LINC00624,100289211,0
BCL9,607,2
ACP6,51205,14
GJA5,2702,0
GJA8,2703,1
GPR89B,51463,10
PDZK1P1,100034743,0
TRQ-CTG3-2,100189140,1
RNVU1-7,26864,0
TRN-GTT9-2,100189193,0
NBPF11,200030,9
LOC101927468,101927468,0
TRQ-CTG4-1,100189056,0
TRH-GTG1-3,100189307,1
TRH-GTG1-4,100189174,1
TRQ-CTG7-1,100188998,0
MIR5087,100847044,0
RNVU1-1,101954273,1
MIR6077,102466225,0
RNVU1-2,26860,0
PDE4DIPP6,100132057,0
RNVU1-3,101954272,0
LINC01138,388685,12
PPIAL4G,644591,10
NBPF14,25832,15
NOTCH2NLB,100996763,12
NUDT4B,440672,11
PDE4DIP,9659,34
NBPF9,400818,23
LOC653513,653513,2
NBPF19,101060226,19
PPIAL4C,653598,2
LINC00869,57234,12
LOC644634,644634,1
TRV-CAC1-7,100189228,1
PDE4DIPP7,102723955,0
TRN-GTT8-1,100189059,0
H2BC18,440689,0
FCGR1A,2209,0
H3C13,653604,0
H4C14,8370,7
H3C14,126961,0
H2AC18,8337,10
H2BC20P,337873,0
H2AC19,723790,11
H3C15,333932,0
H4C15,554313,3
H2BC21,8349,2
H2AC20,8338,1
H2AC21,317772,1
BOLA1,51027,3
SV2A,9900,1
SF3B4,10262,29
MTMR11,10903,10
OTUD7B,56957,1
VPS45,11311,47
PLEKHO1,51177,0
ANP32E,81611,30
CA14,23632,0
APH1A,51107,48
C1orf54,79630,0
CIART,148523,1
MRPS21,54460,227
PRPF3,9129,2
RPRD2,23248,5
TARS2,80222,44
MIR6878,102465529,0
ECM1,1893,93
FALEC,100874054,0
ADAMTSL4,54507,2
MIR4257,100422997,0
ADAMTSL4-AS1,574406,0
MCL1,4170,46
ENSA,2029,109
GOLPH3L,55204,18
HORMAD1,84072,1
CTSS,1520,7
CTSK,1513,170
ARNT,405,38
SETDB1,9869,1
CERS2,29956,16
ANXA9,8416,27
MINDY1,55793,1
PRUNE1,58497,12
BNIPL,149428,40
C1orf56,54964,1
CDC42SE1,56882,15
MLLT11,10962,0
GABPB2,126626,0
SEMA6C,10500,0
TNFAIP8L2-SCNM1,100534012,0
TNFAIP8L2,79626,0
LYSMD1,388695,0
SCNM1,79005,3
TMOD4,29765,0
VPS72,6944,55
PIP5K1A,8394,1
PSMD4,5710,26
ZNF687,57592,3
PI4KB,5298,20
RFX5,5993,1
SELENBP1,8991,1
PSMB4,5692,58
POGZ,23126,7
CGN,57530,1
TUFT1,7286,34
MIR554,693139,0
SNX27,81609,4
CELF3,11189,0
RIIAD1,284485,0
MRPL9,65005,17
OAZ3,51686,4
TDRKH,11022,6
LINGO4,339398,0
RORC,6097,0
C2CD4D,100191040,0
C2CD4D-AS1,100132111,0
THEM5,284486,8
THEM4,117145,0
S100A10,6281,2014
NBPF18P,441908,0
S100A11,6282,3801
LOC100131107,100131107,0
TCHHL1,126637,0
TCHH,7062,1
RPTN,126638,8
HRNR,388697,0
FLG,2312,12
FLG-AS1,339400,1
FLG2,388698,5
CRNN,49860,3
LCE5A,254910,0
CRCT1,54544,73
LCE3E,353145,518
LCE3D,84648,1186
LCE3C,353144,18
LCE3B,353143,0
LCE3A,353142,1
LCE2D,353141,11
LCE2C,353140,21
LCE2B,26239,15
LCE2A,353139,4
LCE4A,199834,1
C1orf68,100129271,3
KPRP,448834,15
LCE1F,353137,22
LCE1E,353135,14
LCE1D,353134,19
LCE1C,353133,13
LCE1B,353132,8
LCE1A,353131,15
LCE6A,448835,9
SMCP,4184,0
IVL,3713,69
SPRR4,163778,20
SPRR1A,6698,3257
SPRR3,6707,61
SPRR1B,6699,1687
SPRR2D,6703,1402
SPRR2A,6700,543
SPRR2B,6701,557
SPRR2E,6704,1566
SPRR2F,6705,72
SPRR2C,6702,16
SPRR2G,6706,1348
LOC101928009,101928009,0
LELP1,149018,0
PRR9,574414,39
LORICRIN,4014,4
PGLYRP3,114771,47
PGLYRP4,57115,56
S100A9,6280,8368
S100A12,6283,139
S100A8,6279,12493
S100A7A,338324,2997
S100A7L2,645922,3
S100A7,6278,5715
S100A6,6277,2869
S100A5,6276,3
S100A4,6275,177
LOC101928034,101928034,0
S100A3,6274,4
S100A2,6273,7942
S100A16,140576,402
S100A14,57402,518
S100A13,6284,120
S100A1,6271,0
CHTOP,26097,19
SNAPIN,23557,52
ILF2,3608,58
TRX-CAT1-1,100189015,0
NPR1,4881,0
MIR8083,102466879,0
INTS3,65123,10
SLC27A3,11000,0
LOC343052,343052,0
GATAD2B,57459,2
DENND4B,9909,1
CRTC2,200186,2
SLC39A1,27173,33
MIR6737,102465441,0
CREB3L4,148327,2
JTB,10899,10
RAB13,5872,48
RPS27,6232,59
NUP210L,91181,0
MIR5698,100847024,0
TPM3,7170,104
MIR190B,100126346,0
CFAP141,388701,0
C1orf43,25912,143
UBAP2L,9898,126
HAX1,10456,52
AQP10,89872,0
ATP8B2,57198,2
IL6R,3570,1
SHE,126669,0
TDRD10,126668,0
UBE2Q1,55585,4
UBE2Q1-AS1,100874097,0
CHRNB2,1141,0
ADAR,103,11
KCNN3,3782,0
PMVK,10654,78
PBXIP1,57326,4
PYGO2,90780,1
LOC101928120,101928120,0
SHC1,6464,7
CKS1B,1163,17
MIR4258,100423020,1
FLAD1,80308,16
LENEP,55891,0
ZBTB7B,51043,0
DCST2,127579,0
DCST1,149095,0
DCST1-AS1,100505666,3
ADAM15,8751,30
EFNA4,1945,5
EFNA3,1944,9
EFNA1,1942,131
SLC50A1,55974,64
DPM3,54344,39
KRTCAP2,200185,226
TRIM46,80128,0
MUC1,4582,29
MIR92B,693235,0
THBS3,7059,3
MTX1,4580,66
GBAP1,2630,28
GBA1,2629,94
ENTREP3,10712,0
SCAMP3,10067,29
CLK2,1196,3
HCN3,57657,0
PKLR,5313,0
FDPS,2224,37
RUSC1-AS1,284618,0
RUSC1,23623,8
ASH1L,55870,11
MIR555,693140,0
POU5F1P4,645682,0
ASH1L-AS1,645676,2
MSTO1,55154,5
YY1AP1,55249,46
DAP3,7818,142
MSTO2P,100129405,3
GON4L,54856,16
SYT11,23208,4
RIT1,6016,20
KHDC4,22889,9
SNORA80E,677823,5
SCARNA4,677771,0
RXFP4,339403,0
ARHGEF2,9181,2
MIR6738,102465442,0
LOC105371729,105371729,0
SSR2,6746,358
UBQLN4,56893,2
LAMTOR2,28956,96
RAB25,57111,586
MEX3A,92312,0
LMNA,4000,21
SEMA4A,64218,15
SLC25A44,9673,7
PMF1,11243,16
PMF1-BGLAP,100527963,0
BGLAP,632,0
PAQR6,79957,0
SMG5,23381,1
TMEM79,84283,22
GLMP,112770,5
VHLL,391104,1
CCT3,7203,375
TSACC,128229,0
RHBG,57127,3
MIR9-1HG,10485,0
MIR9-1,407046,0
MEF2D,4209,4
IQGAP3,128239,0
TTC24,164118,0
"NAXE",128240,32
GPATCH4,54865,10
LOC101928177,101928177,0
HAPLN2,60484,0
BCAN,63827,0
NES,10763,1
CRABP2,1382,174
ISG20L2,81875,11
METTL25B,51093,14
MRPL24,79590,48
HDGF,3068,88
PRCC,5546,15
SH2D2A,9047,0
NTRK1,4914,0
INSRR,3645,0
PEAR1,375033,0
LRRC71,149499,0
ARHGEF11,9826,1
MIR765,768220,0
ETV3L,440695,2
ETV3,2117,5
CYCSP52,360155,0
FCRL5,83416,0
FCRL4,83417,0
FCRL3,115352,0
FCRL2,79368,0
FCRL1,115350,0
CD5L,922,0
KIRREL1,55243,7
LINC01704,646268,1
CD1D,912,0
CD1A,909,0
CD1C,911,0
CD1B,910,0
CD1E,913,0
OR10T2,128360,0
OR10K2,391107,0
OR10K1,391109,0
OR10R2,343406,0
OR6Y1,391112,0
OR6P1,128366,0
OR10X1,128367,0
OR10Z1,128368,0
SPTA1,6708,0
OR6K2,81448,0
OR6K3,391114,0
OR6K6,128371,0
OR6N1,128372,0
OR6N2,81442,0
MNDA,4332,0
PYHIN1,149628,0
IFI16,3428,216
AIM2,9447,9
TRR-TCT4-1,100189166,0
CADM3,57863,0
CADM3-AS1,100131825,0
ACKR1,2532,0
FCER1A,2205,0
OR10J3,441911,0
OR10J1,26476,0
OR10J5,127385,0
APCS,325,0
CRP,1401,0
DUSP23,54935,25
FCRL6,343413,0
SLAMF8,56833,0
SNHG28,284677,0
VSIG8,391123,4
CFAP45,25790,0
MIR4259,100422852,0
TAGLN2,8407,264
IGSF9,57549,1
SLAMF9,89886,2
LINC01133,100505633,30
PIGM,93183,1
KCNJ10,3766,0
KCNJ9,3765,0
IGSF8,93185,0
ATP1A2,477,0
ATP1A4,480,0
CASQ1,844,0
LOC729867,729867,0
PEA15,8682,26
DCAF8,50717,28
PEX19,5824,12
NHLH1,4807,0
COPA,1314,72
SUMO1P3,474338,71
NCSTN,23385,73
VANGL2,57216,0
SLAMF6,114836,0
CD84,8832,0
SLAMF1,6504,0
CD48,962,0
SLAMF7,57823,0
LY9,4063,0
CD244,51744,0
ITLN1,55600,0
LOC101928372,101928372,0
ITLN2,142683,0
F11R,50848,126
TSTD1,100131187,7
USF1,7391,19
ARHGAP30,257106,0
NECTIN4,81607,13
KLHDC9,126823,0
PFDN2,5202,50
NIT1,4817,19
DEDD,9191,8
UFC1,51506,130
USP21,27005,6
PPOX,5498,2
B4GALT3,8703,12
ADAMTS4,9507,0
NDUFS2,4720,177
FCER1G,2207,0
APOA2,336,0
TOMM40L,84134,0
MIR5187,100847090,0
NR1I3,9970,0
PCP4L1,654790,0
MPZ,4359,0
SDHC,6391,52
CFAP126,257177,0
TRV-CAC1-1,100189373,1
TRE-TTC4-2,100189407,0
TRN-GTT2-2,100189402,0
TRG-TCC4-1,100188997,0
TRD-GTC2-1,100189412,0
TRL-CAG1-1,100189394,0
TRG-GCC1-1,100189366,1
TRE-CTC1-2,100189091,1
TRG-TCC2-2,100189260,5
TRD-GTC2-2,100189235,1
TRL-CAG1-2,100189009,0
TRG-GCC1-2,100189252,1
TRE-CTC1-3,100189385,1
TRG-TCC2-3,100189141,5
TRD-GTC2-3,100189290,1
TRL-CAG1-3,100189316,0
TRG-GCC1-3,100189230,1
TRE-CTC1-4,100189259,1
TRG-TCC2-4,100189188,5
TRD-GTC2-4,100189134,0
TRL-CAG1-4,100189364,0
TRG-GCC1-4,100189160,1
TRE-CTC1-5,100189017,1
TRG-TCC2-5,100189039,5
TRD-GTC2-5,100189120,1
TRL-CAG1-5,100189139,0
TRG-GCC4-1,100189274,0
FCGR2A,2212,0
TRG-GCC2-1,100189380,0
HSPA6,3310,0
TRL-CAG1-6,100189018,0
TRG-TCC2-6,100189011,5
TRN-GTT1-1,100189126,0
FCGR3A,2214,0
FCGR2C,9103,0
HSPA7,3311,0
TRL-CAA6-1,100189003,0
FCGR3B,2215,1
FCGR2B,2213,0
RPL31P11,641311,933
FCRLA,84824,0
FCRLB,127943,0
DUSP12,11266,32
ATF6-DT,102724329,0
ATF6,22926,69
OLFML2B,25903,8
NOS1AP,9722,0
MIR4654,100616386,0
MIR556,693141,0
SPATA46,284680,0
C1orf226,400793,1
SH2D1B,117157,0
UHMK1,127933,10
UAP1,6675,6
DDR2,4921,1
HSD17B7,51478,8
CCDC190,339512,0
RGS4,5999,0
RGS5,8490,2
RGS5-AS1,101928404,0
NUF2,83540,0
LOC100422212,100422212,0
PBX1,5087,0
PBX1-AS1,100505795,0
LMX1A,4009,0
RXRG,6258,0
LRRC52-AS1,400794,0
LRRC52,440699,0
MGST3,4259,416
ALDH9A1,223,97
LOC440700,440700,0
TMCO1,54499,216
TMCO1-AS1,100147773,0
UCK2,7371,18
MIR3658,100500832,0
FAM78B,149297,0
MIR921,100126349,0
FMO9P,116123,0
POGK,57645,3
TADA1,117143,3
ILDR2,387597,0
MAEL,84944,0
GPA33,10223,0
STYXL2,92235,0
LINC01363,101928484,0
POU2F1,5451,0
CD247,919,0
CREG1,8804,13
RCSD1,92241,0
TRP-CGG1-1,100189211,0
TRP-AGG2-1,100189019,0
MPZL1,9019,4
ADCY10,55811,0
MPC2,25874,26
DCAF6,55827,23
MIR1255B2,100313835,0
GPR161,23432,2
TIPRL,261726,75
SFT2D2,375035,24
ANKRD36BP1,84832,0
TBX19,9095,0
MIR557,693142,0
LOC100505918,100505918,0
LOC101928565,101928565,0
XCL2,6846,0
XCL1,6375,1
DPT,1805,6
LINC00626,79100,0
LINC00970,101978719,0
LOC101928596,101928596,0
ATP1B1,481,0
NME7,29922,32
BLZF1,8548,40
CCDC181,57821,0
SLC19A2,10560,6
F5,2153,0
SELP,6403,0
SELL,6402,0
SELE,6401,0
METTL18,92342,0
C1orf112,55732,19
SCYL3,57147,1
KIFAP3,22920,60
NTMT2,149281,0
MIR3119-2,100423010,0
MIR3119-1,100422839,0
LINC01142,284688,0
GORAB-AS1,101928650,0
GORAB,92344,11
PRRX1,5396,12
MROH9,80133,0
FMO3,2328,0
MIR1295A,100302178,0
MIR1295B,100847009,0
FMO6P,388714,0
FMO2,2327,0
FMO1,2326,0
FMO4,2329,16
TOP1P1,7151,5
PRRC2C,23215,74
MYOC,4653,0
VAMP4,8674,45
METTL13,51603,11
DNM3,26052,5
DNM3-IT1,100874284,0
DNM3OS,100628315,0
MIR214,406996,0
MIR3120,100422882,0
MIR199A2,406977,0
C1orf105,92346,0
PIGC,5279,5
SUCO,51430,3
FASLG,356,0
TNFSF18,8995,0
TNFSF4,7292,0
LOC100506023,100506023,0
PRDX6-AS1,101928673,0
PRDX6,9588,308
SLC9C2,284525,0
TEX50,730159,0
ANKRD45,339416,0
KLHL20,27252,1
CENPL,91687,1
DARS2,55157,15
GAS5-AS1,100506046,0
GAS5,60674,0
SNORD81,26769,1
SNORD47,26802,0
SNORD80,26774,2
SNORD79,26770,8
SNORD78,692198,1
SNORD44,26806,0
SNORD77,692197,0
SNORD76,692196,2
SNORD75,692195,0
SNORD74,619498,0
ZBTB37,84614,0
SERPINC1,462,0
RC3H1,149041,6
RABGAP1L-DT,102724601,0
RABGAP1L,9910,7
GPR52,9293,0
RABGAP1L-AS1,101928696,0
CACYBP,27101,19
MRPS14,63931,55
TNN,63923,0
KIAA0040,9674,0
TNR,7143,0
LINC01657,101928751,0
COP1,64326,3
SCARNA3,677679,0
PAPPA2,60676,0
ASTN1,460,0
MIR488,574441,0
BRINP2,57795,0
LINC01645,102724661,0
LINC01741,101928778,0
SEC16B,89866,0
CRYZL2P,730102,0
RASAL2-AS1,100302401,1
RASAL2,9462,5
CLEC20A,400797,0
TEX35,84066,0
C1orf220,400798,0
MIR4424,100616328,0
RALGPS2,55103,4
ANGPTL1,9068,1
FAM20B,9917,9
TOR3A,64222,2
ABL2,27,3
SOAT1,6646,25
AXDND1,126859,0
NPHS2,7827,0
TDRD5,163589,0
FAM163A,148753,0
TOR1AIP2,163590,13
TOR1AIP1,26092,26
CEP350,9857,1
QSOX1,5768,26
LHX4,89884,0
LHX4-AS1,100527964,0
ACBD6,84320,28
MIR3121,100423032,0
OVAAL,148756,0
XPR1,9213,2
KIAA1614,57710,0
STX6,10228,19
MR1,3140,26
IER5,51278,27
LINC01732,101928973,1
LINC01699,100287948,0
CACNA1E,777,0
ZNF648,127665,0
LINC01344,400799,0
GLUL,2752,185
TEDDM1,127670,0
LINC00272,388719,0
RGSL1,353299,0
RNASEL,6041,0
RGS16,6004,1
LINC01686,284648,0
RGS8,85397,0
NPL,80896,10
DHX9,1660,9
SHCBP1L,81626,0
LAMC1,3915,7
LAMC2,3918,171
NMNAT2,23057,0
SMG7-AS1,284649,1
SMG7,9887,11
NCF2,4688,75
ARPC5,10092,87
RGL1,23179,0
APOBEC4,403314,0
COLGALT2,23127,0
TSEN15,116461,18
C1orf21,81563,4
EDEM3,80267,5
NIBAN1,116496,19
LINC01633,101929069,0
RNF2,6045,35
TRMT1L,81627,11
SWT1,54823,11
IVNS1ABP,10625,27
GS1-279B7.1,100288079,0
LINC01350,101929093,0
HMCN1,83872,0
PRG4,10216,0
TPR,7175,31
ODR4,54953,42
PDC-AS1,102724919,0
PDC,5132,0
PTGS2,5743,9
PACERR,103752588,0
PLA2G4A,5321,0
LINC01036,104169671,0
BRINP3,339479,0
BRINP3-DT,101929120,0
LINC01720,440704,0
RGS18,64407,0
RGS21,431704,0
RGS1,5996,0
RGS13,6003,0
MIR4426,100616345,1775
RGS2,5997,30
RGS2-AS1,102724954,0
UCHL5,51377,62
RO60,6738,2
GLRX2,51022,22
CDC73,79577,18
MIR1278,100302163,0
B3GALT2,8707,0
LINC01031,101929184,0
KCNT2,343450,0
MIR4735,100616363,0
CFH,3075,6
CFHR3,10878,4
CFHR1,3078,0
CFHR4,10877,1
CFHR2,3080,0
CFHR5,81494,0
F13B,2165,0
ASPM,259266,6
ZBTB41,360023,1
CRB1,23418,0
DENND1B,163486,143
C1orf53,388722,7
LHX9,56956,0
NEK7,140609,6
ATP6V1G3,127124,0
PTPRC,5788,0
MIR181A1HG,100131234,0
MIR181B1,406955,0
MIR181A1,406995,0
LINC01222,102800316,0
LINC01221,104266961,0
LINC02789,400800,0
NR5A2,2494,0
LINC00862,554279,0
ZNF281,23528,0
KIF14,9928,2
DDX59,83479,7
DDX59-AS1,101929224,0
CAMSAP2,23271,25
GPR25,2848,0
INAVA,55765,17
KIF21B,23046,0
CACNA1S,779,0
ASCL5,647219,0
TMEM9,252839,121
IGFN1,91156,0
PKP1,5317,292
TNNT2,7139,0
LAD1,3898,55
TNNI1,7135,0
PHLDA3,23612,18
CSRP1,1465,61
RPS10P7,376693,8
"NAV1",89796,19
IPO9-AS1,100873949,0
MIR5191,100847050,0
MIR1231,100302158,0
IPO9,55705,26
MIR6739,102466724,0
SHISA4,149345,3
LMOD1,25802,2
TIMM17A,10440,63
RNPEP,6051,26
MIR6740,102465443,0
ELF3,1999,34
GPR37L1,9283,0
ARL8A,127829,11
PTPN7,5778,0
PTPRVP,148713,0
LGR6,59352,0
UBE2T,29089,29
PPP1R12B,4660,4
SYT2,127833,0
KDM5B,10765,17
PCAT6,100506696,4
MGAT4EP,641515,0
ACTG1P25,148709,1
RABIF,5877,24
KLHL12,59349,5
ADIPOR1,51094,49
CYB5R1,51706,47
MGAT4FP,100506747,0
TMEM183A,92703,3
PPFIA4,8497,0
MYOG,4656,0
ADORA1,134,0
MYBPH,4608,0
CHI3L1,1116,15
CHIT1,1118,0
LINC01353,100506775,0
BTG2-DT,730227,1
BTG2,7832,11
FMOD,2331,2
PRELP,5549,0
OPTC,26254,0
ATP2B4,493,25
SNORA77,677843,0
LINC00260,84719,0
LAX1,54900,0
ZC3H11A,9877,8
ZBED6,100381270,0
SNRPE,6635,43
LINC00303,284573,0
SOX13,9580,4
ETNK2,55224,2
ERLNC1,101929441,0
REN,5972,6
KISS1,3814,0
GOLT1A,127845,4
PLEKHA6,22874,3
LINC00628,127841,1
PPP1R15B,84919,11
PIK3C2B,5287,1
TRK-TTT3-1,100189122,12
TRK-TTT3-2,100189425,2
MDM4,4194,9
LRRN2,10446,0
NFASC,23114,26
CNTN2,6900,0
TMEM81,388730,0
RBBP5,5929,24
DSTYK,25778,1
TMCC2,9911,0
NUAK2,81788,5
KLHDC8A,55220,0
LEMD1-AS1,284576,0
LEMD1,93273,1
BLACAT1,101669762,1
MIR135B,442891,0
TRK-TTT8-1,100189098,0
CDK18,5129,0
MFSD4A-AS1,284578,0
MFSD4A,148808,0
ELK4,2005,4
SLC45A3,85414,1
NUCKS1,64710,60
RAB29,8934,3
SLC41A1,254428,3
PM20D1,148811,0
LOC284581,284581,0
SLC26A9,115019,0
SLC26A9-AS1,103021296,0
LOC103021295,103021295,14
RAB7B,338382,17
CTSE,1510,0
RHEX,440712,0
AVPR1B,553,0
FAM72A,729533,0
SRGAP2,23380,2
IKBKE,9641,2
MIR6769B,102466202,0
RASSF5,83593,2
EIF2D,1939,142
DYRK3,8444,0
MAPKAPK2,9261,3
IL10,3586,0
IL19,29949,0
IL20,50604,0
IL24,11009,5
FCMR,9214,0
PIGR,5284,0
FCAMR,83953,0
C1orf116,79098,30
PFKFB2,5208,16
YOD1,55432,3
C4BPB,725,0
C4BPA,722,0
CD55,1604,49
CR2,1380,0
CR1,1378,0
CR1L,1379,0
CD46,4179,122
MIR29C,407026,0
MIR29B2,407025,0
LOC148696,148696,0
CD34,947,0
LINC02767,105372883,0
PLXNA2,5362,4
MIR205HG,642587,271
MIR205,406988,1
CAMK1G,57172,0
LAMB3,3914,13
MIR4260,100422894,0
G0S2,50486,2
HSD11B1,3290,20
TRAF3IP3,80342,2
C1orf74,148304,0
IRF6,3664,93
UTP25,27042,17
SYT14,255928,0
SERTAD4-AS1,574036,2
SERTAD4,56256,0
HHAT,55733,0
KCNH1,3756,0
RCOR3,55758,15
TRAF5,7188,5
LINC00467,84791,19
RD3,343035,0
SLC30A1,7779,4
NEK2,4751,6
LPGAT1,9926,3
LPGAT1-AS1,102723727,0
INTS7,25896,26
DTL,51514,0
RPL21P28,100131205,2138
MIR3122,100422947,0
LINC02608,101929541,2
PPP2R5A,5525,14
SNORA16B,692157,0
PACC1,55248,9
NENF,29937,5
LINC01740,101929565,0
